Stock ID,alpha,beta
000004,-0.036916324081347436,1.268915529212902
000007,0.15392825200848811,0.614565905732683
000020,-0.007214090829601956,0.9056063854573824
000503,-0.130488334433783,1.0536186704923292
000504,-0.14321615493091414,1.0784279959055927
000509,-0.10627028688685436,1.3031392905902264
000518,-0.12377362916223286,0.8485271664229156
000520,0.2203307548828917,0.611066974565419
000595,0.12404421842556693,0.8513534936847361
000633,-0.25219645380633765,1.0052071937319724
000638,-0.16126066846846504,0.9876684296571089
000766,-0.13679409863827113,0.8251618217337167
000831,-0.035141020483615136,0.6706397958330189
000953,0.036319276614239365,0.8519543487184464
001337,-0.11867147812648643,0.4925809215101155
002027,0.02724216169867976,0.32844202479021045
002032,0.02200084041826204,0.06279592198023715
002049,-0.08943608825606503,0.8942356948490001
002058,-0.12581593184736334,1.1157382332792043
002072,-0.16347539063873284,0.9734843019571451
002076,0.02472148124452809,0.9620436264712333
002175,0.15893469540294988,0.9920796846619139
002188,-0.18657766968086703,0.9846119087519356
002198,-0.021597875924150335,0.5965096369469329
002199,-0.09116166583611887,1.1941033426143983
002207,-0.14223205211581846,0.7699429238718272
002211,-0.022369440013145565,0.9260991696030012
002213,-0.07925343986381207,1.1261390620826242
002222,0.008507118842566695,0.9651833086387306
002231,-0.10321394286027734,1.199932794244142
002232,0.03145126316826539,1.0249494546253635
002248,-0.050241898532585316,1.0246138195091654
002261,0.037585279886953184,0.9688685558207825
002270,0.059448227118657486,0.3795583973490058
002294,-0.037696692417226584,0.31394287313348396
002306,-0.2588400908859282,0.8999267372221905
002319,-0.10760697504414585,0.8003677594770574
002323,-0.14958150540729753,0.7580223002851465
002338,-0.014521094665071684,1.041072525273879
002348,-0.11377795134857291,0.8626810215837833
002356,-0.15356894093646908,0.5882368141857881
002371,0.1483481751925954,0.5778146293131677
002372,-0.0437541552547088,0.3657663446199846
002414,-0.05677883594645745,0.8567699623586816
002463,0.2061569364393211,0.6982613117046311
002482,-0.015789341527448025,0.47638019019613065
002569,0.12328193132063238,0.33362984589195266
002575,0.1452254820082103,0.8502213148984562
002629,0.017460614739974997,0.9343824001919421
